  0%|          | 0/1688 [00:00<?, ?it/s][WARNING|logging.py:314] 2024-11-28 13:55:58,361 >> You're using a LlamaTokenizerFast tokenizer. Please note that with a fast tokenizer, using the `__call__` method is faster than using a method to encode the text followed by a call to the `pad` method to get a padded encoding.
                                                   
{'loss': 4.2876, 'learning_rate': 3.921568627450981e-07, 'epoch': 0.0}
{'loss': 1.0896, 'learning_rate': 1.9657910812461824e-05, 'epoch': 0.19}
{'loss': 0.9018, 'learning_rate': 1.9645693341478315e-05, 'epoch': 0.19}
{'loss': 0.8634, 'learning_rate': 1.963347587049481e-05, 'epoch': 0.19}
{'loss': 1.095, 'learning_rate': 1.9621258399511302e-05, 'epoch': 0.19}
{'loss': 1.0037, 'learning_rate': 1.9609040928527797e-05, 'epoch': 0.2}
{'loss': 0.9818, 'learning_rate': 1.959682345754429e-05, 'epoch': 0.2}
{'loss': 1.0616, 'learning_rate': 1.9584605986560784e-05, 'epoch': 0.2}
{'loss': 0.8808, 'learning_rate': 1.9572388515577276e-05, 'epoch': 0.2}
{'loss': 1.0388, 'learning_rate': 1.956017104459377e-05, 'epoch': 0.21}
{'loss': 1.1014, 'learning_rate': 1.9547953573610263e-05, 'epoch': 0.21}
{'loss': 0.8983, 'learning_rate': 1.9535736102626758e-05, 'epoch': 0.21}
{'loss': 1.0727, 'learning_rate': 1.9523518631643253e-05, 'epoch': 0.21}
{'loss': 1.0232, 'learning_rate': 1.9511301160659744e-05, 'epoch': 0.22}
{'loss': 1.1473, 'learning_rate': 1.949908368967624e-05, 'epoch': 0.22}
{'loss': 0.9539, 'learning_rate': 1.948686621869273e-05, 'epoch': 0.22}
{'loss': 0.9679, 'learning_rate': 1.9474648747709226e-05, 'epoch': 0.22}
{'loss': 0.9437, 'learning_rate': 1.9462431276725718e-05, 'epoch': 0.22}
{'loss': 0.8702, 'learning_rate': 1.9450213805742213e-05, 'epoch': 0.23}
{'loss': 0.8652, 'learning_rate': 1.9437996334758705e-05, 'epoch': 0.23}
{'loss': 0.9768, 'learning_rate': 1.94257788637752e-05, 'epoch': 0.23}
{'loss': 0.8192, 'learning_rate': 1.941356139279169e-05, 'epoch': 0.23}
{'loss': 0.7502, 'learning_rate': 1.9401343921808187e-05, 'epoch': 0.24}
{'loss': 0.9941, 'learning_rate': 1.938912645082468e-05, 'epoch': 0.24}
{'loss': 0.9542, 'learning_rate': 1.9376908979841174e-05, 'epoch': 0.24}
{'loss': 0.9956, 'learning_rate': 1.936469150885767e-05, 'epoch': 0.24}
{'loss': 0.9072, 'learning_rate': 1.9352474037874164e-05, 'epoch': 0.25}
{'loss': 1.0229, 'learning_rate': 1.9340256566890655e-05, 'epoch': 0.25}
{'loss': 1.0725, 'learning_rate': 1.932803909590715e-05, 'epoch': 0.25}
{'loss': 1.0035, 'learning_rate': 1.9315821624923642e-05, 'epoch': 0.25}
{'loss': 1.0431, 'learning_rate': 1.9303604153940137e-05, 'epoch': 0.26}
{'loss': 0.7909, 'learning_rate': 1.929138668295663e-05, 'epoch': 0.26}
{'loss': 0.76, 'learning_rate': 1.9279169211973124e-05, 'epoch': 0.26}
{'loss': 0.7984, 'learning_rate': 1.9266951740989616e-05, 'epoch': 0.26}
{'loss': 1.0072, 'learning_rate': 1.925473427000611e-05, 'epoch': 0.26}
{'loss': 0.9061, 'learning_rate': 1.9242516799022603e-05, 'epoch': 0.27}
{'loss': 0.7968, 'learning_rate': 1.9230299328039098e-05, 'epoch': 0.27}
{'loss': 0.8762, 'learning_rate': 1.921808185705559e-05, 'epoch': 0.27}
{'loss': 0.965, 'learning_rate': 1.9205864386072085e-05, 'epoch': 0.27}
{'loss': 1.0753, 'learning_rate': 1.9193646915088576e-05, 'epoch': 0.28}
{'loss': 0.9522, 'learning_rate': 1.918142944410507e-05, 'epoch': 0.28}
{'loss': 0.7183, 'learning_rate': 1.9169211973121567e-05, 'epoch': 0.28}
{'loss': 0.9097, 'learning_rate': 1.9156994502138058e-05, 'epoch': 0.28}
{'loss': 1.1132, 'learning_rate': 1.9144777031154553e-05, 'epoch': 0.29}
{'loss': 0.7727, 'learning_rate': 1.913255956017105e-05, 'epoch': 0.29}
{'loss': 0.7957, 'learning_rate': 1.912034208918754e-05, 'epoch': 0.29}
{'loss': 0.9096, 'learning_rate': 1.9108124618204035e-05, 'epoch': 0.29}
{'loss': 1.028, 'learning_rate': 1.9095907147220527e-05, 'epoch': 0.3}
{'loss': 1.0252, 'learning_rate': 1.9083689676237022e-05, 'epoch': 0.3}
{'loss': 0.9585, 'learning_rate': 1.9071472205253514e-05, 'epoch': 0.3}
{'loss': 1.0865, 'learning_rate': 1.905925473427001e-05, 'epoch': 0.3}
{'loss': 0.7466, 'learning_rate': 1.90470372632865e-05, 'epoch': 0.31}
{'loss': 0.8279, 'learning_rate': 1.9034819792302996e-05, 'epoch': 0.31}
{'loss': 0.804, 'learning_rate': 1.9022602321319487e-05, 'epoch': 0.31}
{'loss': 0.7845, 'learning_rate': 1.9010384850335982e-05, 'epoch': 0.31}
{'loss': 0.7313, 'learning_rate': 1.8998167379352474e-05, 'epoch': 0.31}
{'loss': 0.9188, 'learning_rate': 1.898594990836897e-05, 'epoch': 0.32}
{'loss': 1.018, 'learning_rate': 1.8973732437385464e-05, 'epoch': 0.32}
{'loss': 0.9549, 'learning_rate': 1.8961514966401956e-05, 'epoch': 0.32}
{'loss': 0.9387, 'learning_rate': 1.894929749541845e-05, 'epoch': 0.32}
{'loss': 0.8488, 'learning_rate': 1.8937080024434943e-05, 'epoch': 0.33}
{'loss': 0.8078, 'learning_rate': 1.8924862553451438e-05, 'epoch': 0.33}
{'loss': 0.8276, 'learning_rate': 1.891264508246793e-05, 'epoch': 0.33}
{'loss': 0.9235, 'learning_rate': 1.8900427611484425e-05, 'epoch': 0.33}
{'loss': 0.7999, 'learning_rate': 1.8888210140500916e-05, 'epoch': 0.34}
{'loss': 1.0827, 'learning_rate': 1.887599266951741e-05, 'epoch': 0.34}
{'loss': 0.9097, 'learning_rate': 1.8863775198533903e-05, 'epoch': 0.34}
{'loss': 1.1412, 'learning_rate': 1.88515577275504e-05, 'epoch': 0.34}
{'loss': 0.9673, 'learning_rate': 1.883934025656689e-05, 'epoch': 0.35}
{'loss': 0.7605, 'learning_rate': 1.8827122785583385e-05, 'epoch': 0.35}
{'loss': 1.0228, 'learning_rate': 1.8814905314599877e-05, 'epoch': 0.35}
{'loss': 0.9213, 'learning_rate': 1.8802687843616375e-05, 'epoch': 0.35}
{'loss': 0.9269, 'learning_rate': 1.8790470372632867e-05, 'epoch': 0.35}
{'loss': 1.0883, 'learning_rate': 1.8778252901649362e-05, 'epoch': 0.36}
{'loss': 0.9936, 'learning_rate': 1.8766035430665854e-05, 'epoch': 0.36}
{'loss': 1.1923, 'learning_rate': 1.875381795968235e-05, 'epoch': 0.36}
{'loss': 1.047, 'learning_rate': 1.874160048869884e-05, 'epoch': 0.36}
{'loss': 0.8988, 'learning_rate': 1.8729383017715336e-05, 'epoch': 0.37}
{'loss': 0.7679, 'learning_rate': 1.8717165546731827e-05, 'epoch': 0.37}
{'loss': 0.8206, 'learning_rate': 1.8704948075748323e-05, 'epoch': 0.37}
{'loss': 0.6964, 'learning_rate': 1.8692730604764814e-05, 'epoch': 0.37}
{'loss': 0.8586, 'learning_rate': 1.868051313378131e-05, 'epoch': 0.38}
{'loss': 0.6722, 'learning_rate': 1.86682956627978e-05, 'epoch': 0.38}
{'loss': 0.8453, 'learning_rate': 1.8656078191814296e-05, 'epoch': 0.38}
{'loss': 0.8, 'learning_rate': 1.8643860720830788e-05, 'epoch': 0.38}
{'loss': 0.7292, 'learning_rate': 1.8631643249847283e-05, 'epoch': 0.39}
{'loss': 0.9197, 'learning_rate': 1.8619425778863778e-05, 'epoch': 0.39}
{'loss': 0.7019, 'learning_rate': 1.860720830788027e-05, 'epoch': 0.39}
{'loss': 0.8442, 'learning_rate': 1.8594990836896765e-05, 'epoch': 0.39}
{'loss': 1.136, 'learning_rate': 1.8582773365913257e-05, 'epoch': 0.39}
{'loss': 0.9204, 'learning_rate': 1.857055589492975e-05, 'epoch': 0.4}
{'loss': 0.7318, 'learning_rate': 1.8558338423946243e-05, 'epoch': 0.4}
{'loss': 0.9435, 'learning_rate': 1.854612095296274e-05, 'epoch': 0.4}
{'loss': 0.9596, 'learning_rate': 1.853390348197923e-05, 'epoch': 0.4}
{'loss': 0.6785, 'learning_rate': 1.8521686010995725e-05, 'epoch': 0.41}
{'loss': 0.7472, 'learning_rate': 1.850946854001222e-05, 'epoch': 0.41}
{'loss': 1.0486, 'learning_rate': 1.8497251069028712e-05, 'epoch': 0.41}
{'loss': 1.0329, 'learning_rate': 1.8485033598045207e-05, 'epoch': 0.41}
{'loss': 1.0247, 'learning_rate': 1.84728161270617e-05, 'epoch': 0.42}
{'loss': 0.8596, 'learning_rate': 1.8460598656078194e-05, 'epoch': 0.42}
{'loss': 0.9619, 'learning_rate': 1.8448381185094686e-05, 'epoch': 0.42}
{'loss': 0.9898, 'learning_rate': 1.843616371411118e-05, 'epoch': 0.42}
{'loss': 0.762, 'learning_rate': 1.8423946243127676e-05, 'epoch': 0.43}
{'loss': 0.9256, 'learning_rate': 1.8411728772144168e-05, 'epoch': 0.43}
{'loss': 0.6021, 'learning_rate': 1.8399511301160663e-05, 'epoch': 0.43}
{'loss': 0.8847, 'learning_rate': 1.8387293830177154e-05, 'epoch': 0.43}
{'loss': 0.9561, 'learning_rate': 1.837507635919365e-05, 'epoch': 0.44}
{'loss': 0.9488, 'learning_rate': 1.836285888821014e-05, 'epoch': 0.44}
{'loss': 0.9682, 'learning_rate': 1.8350641417226636e-05, 'epoch': 0.44}
{'loss': 0.9212, 'learning_rate': 1.8338423946243128e-05, 'epoch': 0.44}
{'loss': 0.8196, 'learning_rate': 1.8326206475259623e-05, 'epoch': 0.44}
{'loss': 0.887, 'learning_rate': 1.8313989004276115e-05, 'epoch': 0.45}
{'loss': 0.7522, 'learning_rate': 1.830177153329261e-05, 'epoch': 0.45}
{'loss': 0.8972, 'learning_rate': 1.82895540623091e-05, 'epoch': 0.45}
{'loss': 1.1193, 'learning_rate': 1.8277336591325597e-05, 'epoch': 0.45}
{'loss': 1.0252, 'learning_rate': 1.826511912034209e-05, 'epoch': 0.46}
{'loss': 1.0204, 'learning_rate': 1.8252901649358587e-05, 'epoch': 0.46}
{'loss': 0.9702, 'learning_rate': 1.824068417837508e-05, 'epoch': 0.46}
{'loss': 0.9128, 'learning_rate': 1.8228466707391574e-05, 'epoch': 0.46}
{'loss': 0.9378, 'learning_rate': 1.8216249236408065e-05, 'epoch': 0.47}
{'loss': 0.8877, 'learning_rate': 1.820403176542456e-05, 'epoch': 0.47}
{'loss': 0.8769, 'learning_rate': 1.8191814294441052e-05, 'epoch': 0.47}
{'loss': 0.7167, 'learning_rate': 1.8179596823457547e-05, 'epoch': 0.47}
{'loss': 0.7776, 'learning_rate': 1.816737935247404e-05, 'epoch': 0.48}
{'loss': 0.9201, 'learning_rate': 1.8155161881490534e-05, 'epoch': 0.48}
{'loss': 0.8773, 'learning_rate': 1.8142944410507026e-05, 'epoch': 0.48}
{'loss': 0.9311, 'learning_rate': 1.813072693952352e-05, 'epoch': 0.48}
{'loss': 1.0353, 'learning_rate': 1.8118509468540013e-05, 'epoch': 0.48}
{'loss': 0.9825, 'learning_rate': 1.8106291997556508e-05, 'epoch': 0.49}
{'loss': 0.7636, 'learning_rate': 1.8094074526573e-05, 'epoch': 0.49}
{'loss': 0.8902, 'learning_rate': 1.8081857055589494e-05, 'epoch': 0.49}
{'loss': 0.9487, 'learning_rate': 1.806963958460599e-05, 'epoch': 0.49}
{'loss': 1.0063, 'learning_rate': 1.805742211362248e-05, 'epoch': 0.5}
{'loss': 0.6543, 'learning_rate': 1.8045204642638976e-05, 'epoch': 0.5}
{'loss': 1.0123, 'learning_rate': 1.8032987171655468e-05, 'epoch': 0.5}
{'loss': 0.7715, 'learning_rate': 1.8020769700671963e-05, 'epoch': 0.5}
{'loss': 1.0661, 'learning_rate': 1.8008552229688455e-05, 'epoch': 0.51}
{'loss': 0.9131, 'learning_rate': 1.799633475870495e-05, 'epoch': 0.51}
{'loss': 0.8799, 'learning_rate': 1.7984117287721442e-05, 'epoch': 0.51}
{'loss': 0.7541, 'learning_rate': 1.7971899816737937e-05, 'epoch': 0.51}
{'loss': 0.7171, 'learning_rate': 1.795968234575443e-05, 'epoch': 0.52}
{'loss': 0.8757, 'learning_rate': 1.7947464874770924e-05, 'epoch': 0.52}
{'loss': 0.898, 'learning_rate': 1.7935247403787415e-05, 'epoch': 0.52}
{'loss': 0.831, 'learning_rate': 1.792302993280391e-05, 'epoch': 0.52}
{'loss': 1.134, 'learning_rate': 1.7910812461820402e-05, 'epoch': 0.52}
{'loss': 0.8691, 'learning_rate': 1.7898594990836897e-05, 'epoch': 0.53}
{'loss': 0.7774, 'learning_rate': 1.7886377519853392e-05, 'epoch': 0.53}
{'loss': 0.9311, 'learning_rate': 1.7874160048869887e-05, 'epoch': 0.53}
{'loss': 1.0906, 'learning_rate': 1.786194257788638e-05, 'epoch': 0.53}
{'loss': 0.905, 'learning_rate': 1.7849725106902874e-05, 'epoch': 0.54}
{'loss': 0.8581, 'learning_rate': 1.7837507635919366e-05, 'epoch': 0.54}
{'loss': 0.9691, 'learning_rate': 1.782529016493586e-05, 'epoch': 0.54}
{'loss': 0.8051, 'learning_rate': 1.7813072693952353e-05, 'epoch': 0.54}
{'loss': 0.9429, 'learning_rate': 1.7800855222968848e-05, 'epoch': 0.55}
{'loss': 0.7234, 'learning_rate': 1.778863775198534e-05, 'epoch': 0.55}
{'loss': 0.973, 'learning_rate': 1.7776420281001835e-05, 'epoch': 0.55}
{'loss': 0.8768, 'learning_rate': 1.7764202810018326e-05, 'epoch': 0.55}
{'loss': 0.89, 'learning_rate': 1.775198533903482e-05, 'epoch': 0.56}
{'loss': 0.8747, 'learning_rate': 1.7739767868051313e-05, 'epoch': 0.56}
{'loss': 0.7193, 'learning_rate': 1.7727550397067808e-05, 'epoch': 0.56}
{'loss': 0.8497, 'learning_rate': 1.77153329260843e-05, 'epoch': 0.56}
{'loss': 1.0578, 'learning_rate': 1.7703115455100795e-05, 'epoch': 0.57}
{'loss': 0.8008, 'learning_rate': 1.769089798411729e-05, 'epoch': 0.57}
{'loss': 0.8272, 'learning_rate': 1.7678680513133785e-05, 'epoch': 0.57}
{'loss': 0.8319, 'learning_rate': 1.7666463042150277e-05, 'epoch': 0.57}
{'loss': 0.6879, 'learning_rate': 1.7654245571166772e-05, 'epoch': 0.57}
{'loss': 0.8016, 'learning_rate': 1.7642028100183264e-05, 'epoch': 0.58}
{'loss': 0.718, 'learning_rate': 1.762981062919976e-05, 'epoch': 0.58}
{'loss': 0.8565, 'learning_rate': 1.761759315821625e-05, 'epoch': 0.58}
{'loss': 0.9124, 'learning_rate': 1.7605375687232746e-05, 'epoch': 0.58}
{'loss': 0.9374, 'learning_rate': 1.7593158216249237e-05, 'epoch': 0.59}
{'loss': 0.8275, 'learning_rate': 1.7580940745265732e-05, 'epoch': 0.59}
{'loss': 0.7452, 'learning_rate': 1.7568723274282224e-05, 'epoch': 0.59}
{'loss': 1.1144, 'learning_rate': 1.755650580329872e-05, 'epoch': 0.59}
{'loss': 1.0772, 'learning_rate': 1.754428833231521e-05, 'epoch': 0.6}
{'loss': 0.9648, 'learning_rate': 1.7532070861331706e-05, 'epoch': 0.6}
{'loss': 1.0142, 'learning_rate': 1.75198533903482e-05, 'epoch': 0.6}
{'loss': 0.9321, 'learning_rate': 1.7507635919364693e-05, 'epoch': 0.6}
{'loss': 1.0499, 'learning_rate': 1.7495418448381188e-05, 'epoch': 0.61}
{'loss': 0.9302, 'learning_rate': 1.748320097739768e-05, 'epoch': 0.61}
{'loss': 0.8267, 'learning_rate': 1.7470983506414175e-05, 'epoch': 0.61}
{'loss': 0.8539, 'learning_rate': 1.7458766035430666e-05, 'epoch': 0.61}
{'loss': 0.878, 'learning_rate': 1.744654856444716e-05, 'epoch': 0.61}
{'loss': 0.8465, 'learning_rate': 1.7434331093463653e-05, 'epoch': 0.62}
{'loss': 0.7589, 'learning_rate': 1.742211362248015e-05, 'epoch': 0.62}
{'loss': 0.7127, 'learning_rate': 1.740989615149664e-05, 'epoch': 0.62}
{'loss': 0.7973, 'learning_rate': 1.7397678680513135e-05, 'epoch': 0.62}
{'loss': 0.7181, 'learning_rate': 1.7385461209529627e-05, 'epoch': 0.63}
{'loss': 0.7952, 'learning_rate': 1.7373243738546122e-05, 'epoch': 0.63}
{'loss': 0.9525, 'learning_rate': 1.7361026267562614e-05, 'epoch': 0.63}
{'loss': 0.9569, 'learning_rate': 1.734880879657911e-05, 'epoch': 0.63}
{'loss': 0.806, 'learning_rate': 1.7336591325595604e-05, 'epoch': 0.64}
{'loss': 0.6202, 'learning_rate': 1.73243738546121e-05, 'epoch': 0.64}
{'loss': 0.8733, 'learning_rate': 1.731215638362859e-05, 'epoch': 0.64}
{'loss': 0.9247, 'learning_rate': 1.7299938912645086e-05, 'epoch': 0.64}
{'loss': 0.8422, 'learning_rate': 1.7287721441661577e-05, 'epoch': 0.65}
{'loss': 1.0641, 'learning_rate': 1.7275503970678073e-05, 'epoch': 0.65}
{'loss': 0.984, 'learning_rate': 1.7263286499694564e-05, 'epoch': 0.65}
{'loss': 0.7957, 'learning_rate': 1.725106902871106e-05, 'epoch': 0.65}
{'loss': 0.8818, 'learning_rate': 1.723885155772755e-05, 'epoch': 0.65}
{'loss': 0.7011, 'learning_rate': 1.7226634086744046e-05, 'epoch': 0.66}
{'loss': 0.8751, 'learning_rate': 1.7214416615760538e-05, 'epoch': 0.66}
{'loss': 1.0185, 'learning_rate': 1.7202199144777033e-05, 'epoch': 0.66}
{'loss': 0.9505, 'learning_rate': 1.7189981673793525e-05, 'epoch': 0.66}
{'loss': 0.9149, 'learning_rate': 1.717776420281002e-05, 'epoch': 0.67}
{'loss': 0.7872, 'learning_rate': 1.716554673182651e-05, 'epoch': 0.67}
{'loss': 1.0737, 'learning_rate': 1.7153329260843007e-05, 'epoch': 0.67}
{'loss': 0.7821, 'learning_rate': 1.71411117898595e-05, 'epoch': 0.67}
{'loss': 0.7296, 'learning_rate': 1.7128894318875993e-05, 'epoch': 0.68}
{'loss': 1.0585, 'learning_rate': 1.711667684789249e-05, 'epoch': 0.68}
{'loss': 1.0173, 'learning_rate': 1.710445937690898e-05, 'epoch': 0.68}
{'loss': 0.894, 'learning_rate': 1.7092241905925475e-05, 'epoch': 0.68}
{'loss': 0.9458, 'learning_rate': 1.7080024434941967e-05, 'epoch': 0.69}
{'loss': 0.9368, 'learning_rate': 1.7067806963958462e-05, 'epoch': 0.69}
{'loss': 0.7974, 'learning_rate': 1.7055589492974954e-05, 'epoch': 0.69}
{'loss': 0.9211, 'learning_rate': 1.704337202199145e-05, 'epoch': 0.69}
{'loss': 0.8374, 'learning_rate': 1.7031154551007944e-05, 'epoch': 0.7}
{'loss': 0.8157, 'learning_rate': 1.7018937080024436e-05, 'epoch': 0.7}
{'loss': 0.8856, 'learning_rate': 1.700671960904093e-05, 'epoch': 0.7}
{'loss': 0.8304, 'learning_rate': 1.6994502138057422e-05, 'epoch': 0.7}
{'loss': 0.8639, 'learning_rate': 1.6982284667073918e-05, 'epoch': 0.7}
{'loss': 0.7011, 'learning_rate': 1.6970067196090413e-05, 'epoch': 0.71}
{'loss': 0.8088, 'learning_rate': 1.6957849725106904e-05, 'epoch': 0.71}
{'loss': 0.8947, 'learning_rate': 1.69456322541234e-05, 'epoch': 0.71}
{'loss': 0.8911, 'learning_rate': 1.693341478313989e-05, 'epoch': 0.71}
{'loss': 0.8589, 'learning_rate': 1.6921197312156386e-05, 'epoch': 0.72}
{'loss': 0.9167, 'learning_rate': 1.6908979841172878e-05, 'epoch': 0.72}
{'loss': 0.9146, 'learning_rate': 1.6896762370189373e-05, 'epoch': 0.72}
{'loss': 0.971, 'learning_rate': 1.6884544899205865e-05, 'epoch': 0.72}
{'loss': 0.7546, 'learning_rate': 1.687232742822236e-05, 'epoch': 0.73}
{'loss': 0.7877, 'learning_rate': 1.686010995723885e-05, 'epoch': 0.73}
{'loss': 1.2061, 'learning_rate': 1.6847892486255347e-05, 'epoch': 0.73}
{'loss': 0.9599, 'learning_rate': 1.683567501527184e-05, 'epoch': 0.73}
{'loss': 0.7791, 'learning_rate': 1.6823457544288334e-05, 'epoch': 0.74}
{'loss': 0.8906, 'learning_rate': 1.6811240073304825e-05, 'epoch': 0.74}
{'loss': 0.7489, 'learning_rate': 1.679902260232132e-05, 'epoch': 0.74}
{'loss': 1.0726, 'learning_rate': 1.6786805131337815e-05, 'epoch': 0.74}
